query_id,config_top_k,config_threshold,config_temperature,config_response_mode,map_score,mrr_score,correctness,relevancy,faithfulness,bleu_score,total_time
f2aa0c49,5,0.5,0.0,compact,0.8875,1.0,5.0,1.0,1.0,0.7977240352174656,1.409459114074707
63e2a964,5,0.5,0.0,compact,0.8666666666666667,1.0,3.0,1.0,0.0,0.33933982252531925,2.375631093978882
d1440325,5,0.5,0.0,compact,1.0,1.0,5.0,1.0,0.0,1.0,1.073538064956665
44d5b178,5,0.5,0.0,compact,1.0,1.0,5.0,1.0,1.0,1.0,2.3699817657470703
347708ad,5,0.5,0.0,compact,1.0,1.0,5.0,1.0,1.0,0.8370455349335584,1.4511497020721436
2e49387e,5,0.5,0.0,compact,1.0,1.0,5.0,1.0,0.0,0.7523736213252469,1.5157320499420166
93940125,5,0.5,0.0,compact,1.0,1.0,4.0,1.0,1.0,0.15899968200095402,2.871523141860962
f1ac1852,5,0.5,0.0,compact,0.25,0.25,5.0,1.0,1.0,0.1486904285332952,2.0440967082977295
849d3361,5,0.5,0.1,compact,1.0,1.0,5.0,1.0,1.0,1.0,1.590578317642212
ca450431,5,0.5,0.1,compact,1.0,1.0,5.0,1.0,1.0,0.22340741581309514,2.0837180614471436
00bdad3f,5,0.5,0.1,compact,1.0,1.0,5.0,1.0,0.0,0.35043832202523123,1.710000991821289
3b06dd93,5,0.5,0.1,compact,1.0,1.0,5.0,1.0,0.0,1.0,1.2591853141784668
ba3790fa,5,0.5,0.1,compact,1.0,1.0,5.0,1.0,1.0,1.0,1.537194013595581
65d98c76,5,0.5,0.1,compact,0.8875,1.0,5.0,1.0,1.0,0.43837575820390956,1.6346831321716309
03a533a3,5,0.5,0.1,compact,1.0,1.0,5.0,1.0,1.0,1.0,1.3719291687011719
67fabf7a,5,0.5,0.1,compact,1.0,1.0,4.0,1.0,0.0,0.32845004014859225,2.608100175857544
841e8920,5,0.5,0.1,compact,1.0,1.0,5.0,1.0,1.0,0.09189895308968594,3.7995121479034424
d42eca7d,5,0.5,0.1,compact,1.0,1.0,4.0,1.0,1.0,0.5194624816493197,2.1500189304351807
f6d4e2a5,5,0.5,0.1,compact,1.0,1.0,5.0,1.0,1.0,1.0,1.8058130741119385
209d67b9,5,0.5,0.1,compact,1.0,1.0,5.0,1.0,0.0,1.0,1.1258199214935303
f2aa0c49,5,0.5,0.1,compact,0.8875,1.0,5.0,1.0,1.0,0.7977240352174656,1.2339673042297363
63e2a964,5,0.5,0.1,compact,0.8666666666666667,1.0,3.0,1.0,0.0,0.33933982252531925,2.0437450408935547
d1440325,5,0.5,0.1,compact,1.0,1.0,5.0,1.0,0.0,0.5424975142220966,1.5471389293670654
44d5b178,5,0.5,0.1,compact,1.0,1.0,5.0,1.0,1.0,1.0,1.3234639167785645
347708ad,5,0.5,0.1,compact,1.0,1.0,5.0,1.0,1.0,0.8370455349335584,1.2258250713348389
2e49387e,5,0.5,0.1,compact,1.0,1.0,5.0,1.0,0.0,0.8401680504168059,1.6152732372283936
93940125,5,0.5,0.1,compact,1.0,1.0,4.0,1.0,1.0,0.1695158759052026,2.7291641235351562
f1ac1852,5,0.5,0.1,compact,0.25,0.25,5.0,1.0,1.0,0.09875106606839942,5.586949110031128
849d3361,5,0.5,0.5,compact,1.0,1.0,5.0,1.0,1.0,1.0,1.2487990856170654
ca450431,5,0.5,0.5,compact,1.0,1.0,5.0,1.0,0.0,0.42779263194649864,1.5260989665985107
00bdad3f,5,0.5,0.5,compact,1.0,1.0,5.0,1.0,0.0,0.35043832202523123,1.927973985671997
3b06dd93,5,0.5,0.5,compact,1.0,1.0,5.0,1.0,0.0,0.7977240352174656,1.7630858421325684
ba3790fa,5,0.5,0.5,compact,1.0,1.0,5.0,1.0,1.0,1.0,1.8434271812438965
65d98c76,5,0.5,0.5,compact,0.8875,1.0,4.0,1.0,1.0,0.5372351874398184,2.2247531414031982
03a533a3,5,0.5,0.5,compact,1.0,1.0,5.0,1.0,1.0,1.0,1.4238669872283936
67fabf7a,5,0.5,0.5,compact,1.0,1.0,4.0,1.0,1.0,0.35629770129493116,2.663586139678955
841e8920,5,0.5,0.5,compact,1.0,1.0,5.0,1.0,1.0,0.09125541250952261,3.2754530906677246
d42eca7d,5,0.5,0.5,compact,1.0,1.0,4.0,1.0,1.0,0.5194624816493197,1.5613739490509033
f6d4e2a5,5,0.5,0.5,compact,1.0,1.0,5.0,1.0,1.0,1.0,1.2224798202514648
209d67b9,5,0.5,0.5,compact,1.0,1.0,5.0,1.0,0.0,1.0,1.1670830249786377
f2aa0c49,5,0.5,0.5,compact,0.8875,1.0,5.0,1.0,1.0,0.7977240352174656,1.1265537738800049
63e2a964,5,0.5,0.5,compact,0.8666666666666667,1.0,3.0,1.0,0.0,0.33933982252531925,2.354779005050659
d1440325,5,0.5,0.5,compact,1.0,1.0,5.0,1.0,0.0,0.5424975142220966,1.3308939933776855
44d5b178,5,0.5,0.5,compact,1.0,1.0,5.0,1.0,1.0,1.0,1.43125581741333
347708ad,5,0.5,0.5,compact,1.0,1.0,5.0,1.0,1.0,0.8370455349335584,1.3307063579559326
2e49387e,5,0.5,0.5,compact,1.0,1.0,5.0,1.0,0.0,0.8401680504168059,1.6387379169464111
93940125,5,0.5,0.5,compact,1.0,1.0,4.0,1.0,1.0,0.2181601835338764,2.7624008655548096
f1ac1852,5,0.5,0.5,compact,0.25,0.25,5.0,1.0,1.0,0.11037036211220667,1.8440337181091309
849d3361,5,0.7,0.0,compact,1.0,1.0,5.0,1.0,1.0,1.0,1.3223750591278076
ca450431,5,0.7,0.0,compact,0.0,0.0,0.0,0.0,0.0,0.0,0.0
00bdad3f,5,0.7,0.0,compact,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3b06dd93,5,0.7,0.0,compact,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ba3790fa,5,0.7,0.0,compact,0.0,0.0,0.0,0.0,0.0,0.0,0.0
65d98c76,5,0.7,0.0,compact,0.0,0.0,0.0,0.0,0.0,0.0,0.0
03a533a3,5,0.7,0.0,compact,1.0,1.0,5.0,1.0,1.0,1.0,1.6214821338653564
67fabf7a,5,0.7,0.0,compact,1.0,1.0,3.0,1.0,0.0,0.3454325860389904,2.149477005004883
841e8920,5,0.7,0.0,compact,1.0,1.0,4.0,1.0,0.0,0.09059765083337044,2.9675660133361816
d42eca7d,5,0.7,0.0,compact,0.0,0.0,0.0,0.0,0.0,0.0,0.0
f6d4e2a5,5,0.7,0.0,compact,1.0,1.0,3.0,1.0,0.0,0.39339789623472154,1.6541390419006348
209d67b9,5,0.7,0.0,compact,0.0,0.0,0.0,0.0,0.0,0.0,0.0
f2aa0c49,5,0.7,0.0,compact,0.0,0.0,0.0,0.0,0.0,0.0,0.0
63e2a964,5,0.7,0.0,compact,0.0,0.0,0.0,0.0,0.0,0.0,0.0
d1440325,5,0.7,0.0,compact,0.0,0.0,0.0,0.0,0.0,0.0,0.0
44d5b178,5,0.7,0.0,compact,1.0,1.0,5.0,1.0,1.0,1.0,1.4304749965667725
347708ad,5,0.7,0.0,compact,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2e49387e,5,0.7,0.0,compact,1.0,1.0,3.0,1.0,0.0,0.16064585037358273,1.8636410236358643
93940125,5,0.7,0.0,compact,0.0,0.0,0.0,0.0,0.0,0.0,0.0
f1ac1852,5,0.7,0.0,compact,0.0,0.0,1.0,0.0,1.0,4.235636485744319e-155,1.3713021278381348
849d3361,5,0.7,0.1,compact,1.0,1.0,5.0,1.0,1.0,1.0,7.804793834686279
ca450431,5,0.7,0.1,compact,0.0,0.0,0.0,0.0,0.0,0.0,0.0
00bdad3f,5,0.7,0.1,compact,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3b06dd93,5,0.7,0.1,compact,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ba3790fa,5,0.7,0.1,compact,0.0,0.0,0.0,0.0,0.0,0.0,0.0
65d98c76,5,0.7,0.1,compact,0.0,0.0,0.0,0.0,0.0,0.0,0.0
03a533a3,5,0.7,0.1,compact,1.0,1.0,5.0,1.0,1.0,1.0,1.7357518672943115
67fabf7a,5,0.7,0.1,compact,1.0,1.0,3.0,1.0,0.0,0.33028912953790823,2.663350820541382
841e8920,5,0.7,0.1,compact,1.0,1.0,4.0,1.0,0.0,0.09166984970282112,3.170941114425659
d42eca7d,5,0.7,0.1,compact,0.0,0.0,0.0,0.0,0.0,0.0,0.0
f6d4e2a5,5,0.7,0.1,compact,1.0,1.0,3.0,1.0,0.0,0.39339789623472154,1.4328601360321045
209d67b9,5,0.7,0.1,compact,0.0,0.0,0.0,0.0,0.0,0.0,0.0
f2aa0c49,5,0.7,0.1,compact,0.0,0.0,0.0,0.0,0.0,0.0,0.0
63e2a964,5,0.7,0.1,compact,0.0,0.0,0.0,0.0,0.0,0.0,0.0
d1440325,5,0.7,0.1,compact,0.0,0.0,0.0,0.0,0.0,0.0,0.0
44d5b178,5,0.7,0.1,compact,1.0,1.0,5.0,1.0,1.0,1.0,1.1762330532073975
347708ad,5,0.7,0.1,compact,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2e49387e,5,0.7,0.1,compact,1.0,1.0,3.0,1.0,0.0,0.16064585037358273,1.3567113876342773
93940125,5,0.7,0.1,compact,0.0,0.0,0.0,0.0,0.0,0.0,0.0
f1ac1852,5,0.7,0.1,compact,0.0,0.0,1.0,0.0,0.0,4.235636485744319e-155,1.2722632884979248
849d3361,5,0.7,0.5,compact,1.0,1.0,5.0,1.0,1.0,1.0,1.3198320865631104
ca450431,5,0.7,0.5,compact,0.0,0.0,0.0,0.0,0.0,0.0,0.0
00bdad3f,5,0.7,0.5,compact,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3b06dd93,5,0.7,0.5,compact,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ba3790fa,5,0.7,0.5,compact,0.0,0.0,0.0,0.0,0.0,0.0,0.0
65d98c76,5,0.7,0.5,compact,0.0,0.0,0.0,0.0,0.0,0.0,0.0
03a533a3,5,0.7,0.5,compact,1.0,1.0,5.0,1.0,1.0,1.0,1.675041913986206
67fabf7a,5,0.7,0.5,compact,1.0,1.0,3.0,1.0,0.0,0.31931298801289854,2.0481748580932617
841e8920,5,0.7,0.5,compact,1.0,1.0,4.0,1.0,0.0,0.0865484644815831,2.6589508056640625
d42eca7d,5,0.7,0.5,compact,0.0,0.0,0.0,0.0,0.0,0.0,0.0
f6d4e2a5,5,0.7,0.5,compact,1.0,1.0,4.0,1.0,0.0,0.3843075691322091,1.4530959129333496
209d67b9,5,0.7,0.5,compact,0.0,0.0,0.0,0.0,0.0,0.0,0.0
f2aa0c49,5,0.7,0.5,compact,0.0,0.0,0.0,0.0,0.0,0.0,0.0
63e2a964,5,0.7,0.5,compact,0.0,0.0,0.0,0.0,0.0,0.0,0.0
d1440325,5,0.7,0.5,compact,0.0,0.0,0.0,0.0,0.0,0.0,0.0
44d5b178,5,0.7,0.5,compact,1.0,1.0,5.0,1.0,1.0,1.0,1.2464141845703125
347708ad,5,0.7,0.5,compact,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2e49387e,5,0.7,0.5,compact,1.0,1.0,4.0,1.0,0.0,0.16064585037358273,1.2679989337921143
93940125,5,0.7,0.5,compact,0.0,0.0,0.0,0.0,0.0,0.0,0.0
f1ac1852,5,0.7,0.5,compact,0.0,0.0,2.0,0.0,0.0,0.06520506636966261,1.8234302997589111
849d3361,10,0.35,0.0,compact,1.0,1.0,5.0,1.0,1.0,1.0,1.9873120784759521
ca450431,10,0.35,0.0,compact,1.0,1.0,5.0,1.0,1.0,0.2626128657194451,2.04860520362854
00bdad3f,10,0.35,0.0,compact,1.0,1.0,5.0,1.0,0.0,0.30348848933344197,2.7644739151000977
3b06dd93,10,0.35,0.0,compact,0.8253968253968254,1.0,5.0,1.0,0.0,0.7977240352174656,1.7346320152282715
ba3790fa,10,0.35,0.0,compact,0.725,1.0,5.0,1.0,1.0,1.0,1.772434949874878
65d98c76,10,0.35,0.0,compact,0.8305555555555554,1.0,4.0,1.0,1.0,0.43837575820390956,2.4181888103485107
03a533a3,10,0.35,0.0,compact,1.0,1.0,5.0,1.0,1.0,1.0,1.8439838886260986
67fabf7a,10,0.35,0.0,compact,1.0,1.0,5.0,1.0,0.0,0.36148513987726677,2.5595850944519043
841e8920,10,0.35,0.0,compact,1.0,1.0,5.0,1.0,1.0,0.08284168695795142,4.0330421924591064
d42eca7d,10,0.35,0.0,compact,1.0,1.0,4.0,1.0,1.0,0.4627048137645113,2.4176690578460693
f6d4e2a5,10,0.35,0.0,compact,0.9888888888888889,1.0,5.0,1.0,0.0,1.0,1.5736870765686035
209d67b9,10,0.35,0.0,compact,1.0,1.0,5.0,1.0,0.0,1.0,1.6691648960113525
f2aa0c49,10,0.35,0.0,compact,0.8766666666666666,1.0,5.0,1.0,1.0,0.7977240352174656,2.0329370498657227
63e2a964,10,0.35,0.0,compact,0.775,1.0,3.0,1.0,0.0,0.30568386112259777,2.906414031982422
d1440325,10,0.35,0.0,compact,1.0,1.0,5.0,1.0,0.0,1.0,1.8067691326141357
44d5b178,10,0.35,0.0,compact,1.0,1.0,5.0,1.0,1.0,1.0,1.7388112545013428
347708ad,10,0.35,0.0,compact,1.0,1.0,5.0,1.0,1.0,0.8366600265340756,1.7434430122375488
2e49387e,10,0.35,0.0,compact,1.0,1.0,5.0,1.0,0.0,0.9226731585863749,2.659930944442749
93940125,10,0.35,0.0,compact,0.9861111111111112,1.0,4.0,1.0,1.0,0.23131671897026035,3.2728352546691895
f1ac1852,10,0.35,0.0,compact,0.3506944444444444,0.25,5.0,1.0,1.0,0.15877683720748895,2.5498340129852295
849d3361,10,0.35,0.1,compact,1.0,1.0,5.0,1.0,1.0,1.0,1.74322509765625
ca450431,10,0.35,0.1,compact,1.0,1.0,5.0,1.0,1.0,0.2626128657194451,3.2873799800872803
00bdad3f,10,0.35,0.1,compact,1.0,1.0,5.0,1.0,0.0,0.30348848933344197,1.8257358074188232
3b06dd93,10,0.35,0.1,compact,0.8253968253968254,1.0,5.0,1.0,0.0,0.7977240352174656,1.3326060771942139
ba3790fa,10,0.35,0.1,compact,0.725,1.0,5.0,1.0,1.0,1.0,1.6353726387023926
65d98c76,10,0.35,0.1,compact,0.8305555555555554,1.0,4.0,1.0,1.0,0.43837575820390956,1.8213770389556885
03a533a3,10,0.35,0.1,compact,1.0,1.0,5.0,1.0,1.0,1.0,1.3952758312225342
67fabf7a,10,0.35,0.1,compact,1.0,1.0,5.0,1.0,0.0,0.36148513987726677,2.763853073120117
841e8920,10,0.35,0.1,compact,1.0,1.0,5.0,1.0,1.0,0.08223477997911728,4.414214134216309
d42eca7d,10,0.35,0.1,compact,1.0,1.0,4.0,1.0,1.0,0.5194624816493197,2.560779094696045
f6d4e2a5,10,0.35,0.1,compact,0.9888888888888889,1.0,5.0,1.0,0.0,1.0,2.6728508472442627
209d67b9,10,0.35,0.1,compact,1.0,1.0,5.0,1.0,0.0,1.0,1.5706796646118164
f2aa0c49,10,0.35,0.1,compact,0.8766666666666666,1.0,5.0,1.0,1.0,0.7977240352174656,1.403144359588623
63e2a964,10,0.35,0.1,compact,0.775,1.0,3.0,1.0,0.0,0.48038446141526137,2.353740930557251
d1440325,10,0.35,0.1,compact,1.0,1.0,5.0,1.0,0.0,1.0,1.4589669704437256
44d5b178,10,0.35,0.1,compact,1.0,1.0,5.0,1.0,1.0,1.0,2.1757779121398926
347708ad,10,0.35,0.1,compact,1.0,1.0,5.0,1.0,1.0,0.8366600265340756,1.3255739212036133
2e49387e,10,0.35,0.1,compact,1.0,1.0,5.0,1.0,0.0,0.7523736213252469,2.2574141025543213
93940125,10,0.35,0.1,compact,0.9861111111111112,1.0,4.0,1.0,1.0,0.2686633798809781,2.7632462978363037
f1ac1852,10,0.35,0.1,compact,0.3506944444444444,0.25,5.0,1.0,1.0,0.15430334996209194,2.556788444519043
849d3361,10,0.35,0.5,compact,1.0,1.0,5.0,1.0,1.0,1.0,1.769340991973877
ca450431,10,0.35,0.5,compact,1.0,1.0,5.0,1.0,1.0,0.22340741581309514,2.1509528160095215
00bdad3f,10,0.35,0.5,compact,1.0,1.0,5.0,1.0,0.0,0.47366546671567095,1.9480299949645996
3b06dd93,10,0.35,0.5,compact,0.8253968253968254,1.0,5.0,1.0,0.0,0.7977240352174656,3.6827149391174316
ba3790fa,10,0.35,0.5,compact,0.725,1.0,5.0,1.0,1.0,0.8451542547285166,2.1080849170684814
65d98c76,10,0.35,0.5,compact,0.8305555555555554,1.0,4.0,1.0,1.0,0.43033148291193524,2.5971508026123047
03a533a3,10,0.35,0.5,compact,1.0,1.0,5.0,1.0,1.0,1.0,1.7051949501037598
67fabf7a,10,0.35,0.5,compact,1.0,1.0,5.0,1.0,0.0,0.36148513987726677,2.558201313018799
841e8920,10,0.35,0.5,compact,1.0,1.0,5.0,1.0,1.0,0.10651074037450892,7.987268924713135
d42eca7d,10,0.35,0.5,compact,1.0,1.0,4.0,1.0,1.0,0.532713603903433,1.7343509197235107
f6d4e2a5,10,0.35,0.5,compact,0.9888888888888889,1.0,5.0,1.0,0.0,1.0,1.7590830326080322
209d67b9,10,0.35,0.5,compact,1.0,1.0,5.0,1.0,0.0,1.0,2.2483272552490234
f2aa0c49,10,0.35,0.5,compact,0.8766666666666666,1.0,5.0,1.0,1.0,0.7977240352174656,1.5100560188293457
63e2a964,10,0.35,0.5,compact,0.775,1.0,3.0,1.0,0.0,0.32732683535398854,2.6878409385681152
d1440325,10,0.35,0.5,compact,1.0,1.0,5.0,1.0,0.0,1.0,1.693493366241455
44d5b178,10,0.35,0.5,compact,1.0,1.0,5.0,1.0,1.0,1.0,1.653062105178833
347708ad,10,0.35,0.5,compact,1.0,1.0,5.0,1.0,1.0,0.8366600265340756,1.983828067779541
2e49387e,10,0.35,0.5,compact,1.0,1.0,5.0,1.0,0.0,0.7523736213252469,1.9072871208190918
93940125,10,0.35,0.5,compact,0.9861111111111112,1.0,4.0,1.0,1.0,0.31638964356315374,2.7577052116394043
f1ac1852,10,0.35,0.5,compact,0.3506944444444444,0.25,5.0,1.0,0.0,0.1250888731004559,1.8280110359191895
849d3361,10,0.5,0.0,compact,1.0,1.0,5.0,1.0,1.0,1.0,1.9293580055236816
ca450431,10,0.5,0.0,compact,1.0,1.0,5.0,1.0,1.0,0.2626128657194451,2.495836019515991
00bdad3f,10,0.5,0.0,compact,1.0,1.0,5.0,1.0,0.0,0.30348848933344197,3.4780521392822266
3b06dd93,10,0.5,0.0,compact,0.8253968253968254,1.0,5.0,1.0,0.0,0.7977240352174656,2.776817798614502
ba3790fa,10,0.5,0.0,compact,0.725,1.0,5.0,1.0,1.0,1.0,2.760202169418335
65d98c76,10,0.5,0.0,compact,0.8305555555555554,1.0,4.0,1.0,1.0,0.43837575820390956,3.1993367671966553
03a533a3,10,0.5,0.0,compact,1.0,1.0,5.0,1.0,1.0,1.0,1.4750981330871582
67fabf7a,10,0.5,0.0,compact,1.0,1.0,5.0,1.0,0.0,0.36148513987726677,2.4564568996429443
841e8920,10,0.5,0.0,compact,1.0,1.0,5.0,1.0,1.0,0.08284168695795142,5.218194246292114
d42eca7d,10,0.5,0.0,compact,1.0,1.0,4.0,1.0,1.0,0.5052279240652235,1.9496021270751953
f6d4e2a5,10,0.5,0.0,compact,0.9888888888888889,1.0,5.0,1.0,0.0,1.0,1.3296067714691162
209d67b9,10,0.5,0.0,compact,1.0,1.0,5.0,1.0,0.0,1.0,2.4542548656463623
f2aa0c49,10,0.5,0.0,compact,0.8766666666666666,1.0,5.0,1.0,1.0,0.7977240352174656,1.743412971496582
63e2a964,10,0.5,0.0,compact,0.775,1.0,3.0,1.0,0.0,0.48038446141526137,1.9455177783966064
d1440325,10,0.5,0.0,compact,1.0,1.0,5.0,1.0,0.0,1.0,1.4315121173858643
44d5b178,10,0.5,0.0,compact,1.0,1.0,5.0,1.0,1.0,1.0,1.5308349132537842
347708ad,10,0.5,0.0,compact,1.0,1.0,5.0,1.0,1.0,0.8366600265340756,1.7418348789215088
2e49387e,10,0.5,0.0,compact,1.0,1.0,5.0,1.0,0.0,0.8250286473253902,2.1655471324920654
93940125,10,0.5,0.0,compact,0.9861111111111112,1.0,4.0,1.0,1.0,0.23131671897026035,3.3675119876861572
f1ac1852,10,0.5,0.0,compact,0.3506944444444444,0.25,5.0,1.0,1.0,0.15877683720748895,2.0458579063415527
849d3361,10,0.5,0.1,compact,1.0,1.0,5.0,1.0,1.0,1.0,1.4827289581298828
ca450431,10,0.5,0.1,compact,1.0,1.0,5.0,1.0,1.0,0.2626128657194451,2.0900180339813232
00bdad3f,10,0.5,0.1,compact,1.0,1.0,5.0,1.0,0.0,0.30348848933344197,1.8435142040252686
3b06dd93,10,0.5,0.1,compact,0.8253968253968254,1.0,5.0,1.0,0.0,0.7977240352174656,1.4337830543518066
ba3790fa,10,0.5,0.1,compact,0.725,1.0,5.0,1.0,1.0,0.8451542547285166,1.5781030654907227
65d98c76,10,0.5,0.1,compact,0.8305555555555554,1.0,4.0,1.0,1.0,0.43837575820390956,1.8642330169677734
03a533a3,10,0.5,0.1,compact,1.0,1.0,5.0,1.0,1.0,1.0,1.7404139041900635
67fabf7a,10,0.5,0.1,compact,1.0,1.0,5.0,1.0,0.0,0.36148513987726677,4.605858087539673
841e8920,10,0.5,0.1,compact,1.0,1.0,5.0,1.0,1.0,0.08223477997911728,4.402889966964722
d42eca7d,10,0.5,0.1,compact,1.0,1.0,4.0,1.0,1.0,0.5194624816493197,1.6601569652557373
f6d4e2a5,10,0.5,0.1,compact,0.9888888888888889,1.0,5.0,1.0,0.0,1.0,1.4560599327087402
209d67b9,10,0.5,0.1,compact,1.0,1.0,5.0,1.0,0.0,1.0,1.6369638442993164
f2aa0c49,10,0.5,0.1,compact,0.8766666666666666,1.0,5.0,1.0,1.0,0.7977240352174656,1.5405292510986328
63e2a964,10,0.5,0.1,compact,0.775,1.0,3.0,1.0,1.0,0.30568386112259777,2.6290860176086426
d1440325,10,0.5,0.1,compact,1.0,1.0,5.0,1.0,0.0,1.0,1.479405164718628
44d5b178,10,0.5,0.1,compact,1.0,1.0,5.0,1.0,1.0,1.0,1.7087337970733643
347708ad,10,0.5,0.1,compact,1.0,1.0,5.0,1.0,1.0,0.8366600265340756,1.637807846069336
2e49387e,10,0.5,0.1,compact,1.0,1.0,5.0,1.0,0.0,0.9226731585863749,1.8428049087524414
93940125,10,0.5,0.1,compact,0.9861111111111112,1.0,4.0,1.0,1.0,0.32153452796013166,2.560199022293091
f1ac1852,10,0.5,0.1,compact,0.3506944444444444,0.25,5.0,1.0,1.0,0.15430334996209194,2.1699719429016113
849d3361,10,0.5,0.5,compact,1.0,1.0,5.0,1.0,1.0,1.0,1.8653907775878906
ca450431,10,0.5,0.5,compact,1.0,1.0,5.0,1.0,1.0,0.2626128657194451,2.357819080352783
00bdad3f,10,0.5,0.5,compact,1.0,1.0,5.0,1.0,0.0,0.30348848933344197,2.150757074356079
3b06dd93,10,0.5,0.5,compact,0.8253968253968254,1.0,5.0,1.0,0.0,1.0,2.42916202545166
ba3790fa,10,0.5,0.5,compact,0.725,1.0,5.0,1.0,1.0,1.0,2.789803981781006
65d98c76,10,0.5,0.5,compact,0.8305555555555554,1.0,4.0,1.0,1.0,0.43837575820390956,3.4580750465393066
03a533a3,10,0.5,0.5,compact,1.0,1.0,5.0,1.0,1.0,1.0,1.5595829486846924
67fabf7a,10,0.5,0.5,compact,1.0,1.0,5.0,1.0,0.0,0.36788360369097944,2.7347800731658936
841e8920,10,0.5,0.5,compact,1.0,1.0,5.0,1.0,0.0,0.08135639963592847,4.8367908000946045
d42eca7d,10,0.5,0.5,compact,1.0,1.0,4.0,1.0,1.0,0.641688947919748,2.7653181552886963
f6d4e2a5,10,0.5,0.5,compact,0.9888888888888889,1.0,5.0,1.0,0.0,1.0,2.176851987838745
209d67b9,10,0.5,0.5,compact,1.0,1.0,5.0,1.0,0.0,1.0,1.647658109664917
f2aa0c49,10,0.5,0.5,compact,0.8766666666666666,1.0,5.0,1.0,1.0,0.400368701458404,1.4903151988983154
63e2a964,10,0.5,0.5,compact,0.775,1.0,3.0,1.0,1.0,0.33933982252531925,3.3039398193359375
d1440325,10,0.5,0.5,compact,1.0,1.0,5.0,1.0,0.0,1.0,1.5353178977966309
44d5b178,10,0.5,0.5,compact,1.0,1.0,5.0,1.0,1.0,1.0,1.3105320930480957
347708ad,10,0.5,0.5,compact,1.0,1.0,5.0,1.0,1.0,0.8370455349335584,1.773393154144287
2e49387e,10,0.5,0.5,compact,1.0,1.0,5.0,1.0,0.0,0.8401680504168059,1.8413481712341309
93940125,10,0.5,0.5,compact,0.9861111111111112,1.0,4.0,1.0,1.0,0.3143620991973503,2.045958995819092
f1ac1852,10,0.5,0.5,compact,0.3506944444444444,0.25,5.0,1.0,1.0,0.11527808354084702,2.608182907104492
849d3361,10,0.7,0.0,compact,1.0,1.0,5.0,1.0,1.0,1.0,1.3475327491760254
ca450431,10,0.7,0.0,compact,0.0,0.0,0.0,0.0,0.0,0.0,0.0
00bdad3f,10,0.7,0.0,compact,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3b06dd93,10,0.7,0.0,compact,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ba3790fa,10,0.7,0.0,compact,0.0,0.0,0.0,0.0,0.0,0.0,0.0
65d98c76,10,0.7,0.0,compact,0.0,0.0,0.0,0.0,0.0,0.0,0.0
03a533a3,10,0.7,0.0,compact,1.0,1.0,5.0,1.0,1.0,1.0,1.6716201305389404
67fabf7a,10,0.7,0.0,compact,1.0,1.0,3.0,1.0,0.0,0.3454325860389904,1.977281093597412
841e8920,10,0.7,0.0,compact,1.0,1.0,4.0,1.0,0.0,0.09541300465126665,2.885819911956787
d42eca7d,10,0.7,0.0,compact,0.0,0.0,0.0,0.0,0.0,0.0,0.0
f6d4e2a5,10,0.7,0.0,compact,1.0,1.0,4.0,1.0,0.0,0.4558423058385518,1.429736852645874
209d67b9,10,0.7,0.0,compact,0.0,0.0,0.0,0.0,0.0,0.0,0.0
f2aa0c49,10,0.7,0.0,compact,0.0,0.0,0.0,0.0,0.0,0.0,0.0
63e2a964,10,0.7,0.0,compact,0.0,0.0,0.0,0.0,0.0,0.0,0.0
d1440325,10,0.7,0.0,compact,0.0,0.0,0.0,0.0,0.0,0.0,0.0
44d5b178,10,0.7,0.0,compact,1.0,1.0,5.0,1.0,1.0,1.0,1.1983790397644043
347708ad,10,0.7,0.0,compact,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2e49387e,10,0.7,0.0,compact,1.0,1.0,4.0,1.0,0.0,0.16064585037358273,1.251361608505249
93940125,10,0.7,0.0,compact,0.0,0.0,0.0,0.0,0.0,0.0,0.0
f1ac1852,10,0.7,0.0,compact,0.0,0.0,2.0,0.0,0.0,6.562464906460785e-155,2.243411064147949
849d3361,10,0.7,0.1,compact,1.0,1.0,5.0,1.0,1.0,1.0,2.397524833679199
ca450431,10,0.7,0.1,compact,0.0,0.0,0.0,0.0,0.0,0.0,0.0
00bdad3f,10,0.7,0.1,compact,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3b06dd93,10,0.7,0.1,compact,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ba3790fa,10,0.7,0.1,compact,0.0,0.0,0.0,0.0,0.0,0.0,0.0
65d98c76,10,0.7,0.1,compact,0.0,0.0,0.0,0.0,0.0,0.0,0.0
03a533a3,10,0.7,0.1,compact,1.0,1.0,5.0,1.0,1.0,1.0,1.4015967845916748
67fabf7a,10,0.7,0.1,compact,1.0,1.0,3.0,1.0,0.0,0.367006645104718,2.260377883911133
